solver,bench,solution,runtime,confl,props,vprops,vivsucc
sticky_lpcm5,g2-T58.2.0.cnf,20,903.3,259833,9519866751,0.081376968634422,0.240691759918616
sticky_lpcm5,g2-T65.2.0.cnf,20,1111.11,397721,12095454402,0.117755638991495,0.213664589530365
sticky_lpcm5,g2-T65.2.1.cnf,20,6070.32,1111469,67125030909,0.089958221698046,0.207148748061888
sticky_lpcm5,g2-T75.2.0.cnf,20,833.82,272150,8979259343,0.094990432330583,0.237234614350981
sticky_lpcm5,g2-T81.2.1.cnf,20,6311.82,1094477,70139938985,0.111438709772354,0.180496707569838
sticky_lpcm5,g2-T83.2.1.cnf,20,7099.62,1136333,78367660592,0.084670011454666,0.201700328584296
sticky_lpcm5,g2-T85.2.1.cnf,20,5073.06,888615,56670493506,0.095558869174602,0.195939621672216
sticky_lpcm5,g2-T88.2.1.cnf,20,4319.25,799179,48656641931,0.089156082085397,0.196701700219436
sticky_lpcm5,g2-T89.2.1.cnf,20,3505.59,741142,39178670875,0.088737702029051,0.212050437690974
sticky_lpcm5,g2-T93.2.1.cnf,20,6282.24,1046223,69963478611,0.090806952757794,0.205752415701464
sticky_lpcm5,g2-T99.2.0.cnf,20,376.65,27699,2116158443,0.001402343954828,0.101676581936182
sticky_lpcm5,g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4.cnf,20,560.58,1235224,3748827065,0.111400287278923,0.365334538489681
sticky_lpcm5,g2-test_v7_r7_vr5_c1_s14675.smt2-cvc4.cnf,10,206.16,701188,1376637102,0.075331748540946,0.288088034433656
sticky_lpcm5,g2-UCG-15-10p1.cnf,10,310.74,293595,2621357558,0.178232709831644,0.43389515451572
sticky_lpcm5,g2-UCG-20-10p1.cnf,10,785.4,616795,6377743118,0.197404000710961,0.529498209800673
sticky_lpcm5,g2-UCG-20-5p1.cnf,10,218.91,203356,1628301702,0.181503439219521,0.549046217363049
sticky_lpcm5,g2-UR-20-10p1.cnf,10,1281.45,968554,9476558157,0.223548422212252,0.527477354112948
sticky_lpcm5,g2-UR-20-5p1.cnf,10,478.71,494610,3432197293,0.245095370454276,0.549681538729
sticky_lpcm5,g2-UTI-20-10p1.cnf,10,977.04,1266464,6886214719,0.369146233268943,0.493746295930462
sticky_lpcm5,g2-UTI-20-5p1.cnf,10,512.73,807183,3586569986,0.331811653932689,0.506344923149853
sticky_lpcm5,gaussian.c.75.smt2-cvc4.cnf,10,13758,21820078,144733489507,0.205885657352017,0.232424617117437
sticky_lpcm5,gripper14u.cnf,20,465.93,4139668,1353102332,0.221964868360008,0.366091843658384
sticky_lpcm5,gss-20-s100.cnf,10,1913.1,2530188,12763397817,0.007603069840129,0.526300845400672
sticky_lpcm5,gto_p60c231_1.cnf,20,285.12,6758034,152294012,0.075654767043631,0.164621564411554
sticky_lpcm5,gto_p60c231.cnf,20,247.29,6046353,136523638,0.077885413513519,0.172597045836989
sticky_lpcm5,gto_p60c233.cnf,20,381.12,8372054,187344527,0.077592824475732,0.198063961112178
sticky_lpcm5,gto_p60c234.cnf,20,585.42,11945109,258550450,0.071051901089323,0.177536788014281
sticky_lpcm5,gto_p60c235.cnf,20,1124.43,19597971,434738233,0.064053110323057,0.185586201542981
sticky_lpcm5,gto_p60c238.cnf,20,1354.83,21663764,491579852,0.064781751877007,0.194728505868497
sticky_lpcm5,gto_p60c239.cnf,20,243.75,6130786,136469534,0.095098676016583,0.161292167679284
sticky_lpcm5,gto_p60c241.cnf,20,234.78,5974951,137418547,0.085528891525829,0.163759636373684
sticky_lpcm5,gto_p60c243.cnf,20,412.98,8384086,186859775,0.126528456967263,0.163172719569416
sticky_lpcm5,gus-md5-10.cnf,20,1468.32,1410913,4920649727,0.172832354502603,0.584730430305087
sticky_lpcm5,hitag2-8-60-0-0xb2021557d918860-94.cnf,20,9153.21,31728436,7662729144,0.018110982574487,0.233496599073587
sticky_lpcm5,homer17.cnf,20,10562.22,168189071,2790590813,0.042914804077369,0.207745509744171
sticky_lpcm5,huck.col.11.cnf,20,407.61,12979513,310973147,0.072662016698181,0.209502970888611
sticky_lpcm5,ibm-2002-23r-k90.cnf,10,257.61,1099314,1400719581,0.208396124363168,0.410045301640697
sticky_lpcm5,k2mul.miter.cnf,20,474.69,1752495,2351348986,0.251556574766992,0.26465579370329
sticky_lpcm5,Karatsuba4477457x5308417.cnf,10,324.09,2105736,229602514,0.09313986866886,0.550720695487304
sticky_lpcm5,Karatsuba6972593x13466917.cnf,10,677.58,3264981,385653455,0.086185630049652,0.573519932335506
sticky_lpcm5,Karatsuba7654321x1234567.cnf,10,250.68,1709001,182081799,0.103743872829376,0.556856509588513
sticky_lpcm5,korf-18.cnf,20,501.18,4652880,1659380434,0.092259545709456,0.340233581447298
sticky_lpcm5,lei450-05b-05.cnf,10,4.95,156936,10701920,0.035488491784652,0.096373288350863
sticky_lpcm5,magicSquare-8_glb.cnf,10,83.52,2659405,401061364,0.095882252572202,0.13301709133892
sticky_lpcm5,magicSquare-9_glb.cnf,10,97.92,3075593,555998194,0.093945276376204,0.108305448021184
sticky_lpcm5,maxor128.cnf,20,3703.2,8052317,19402040928,0.401131737886828,0.39795022069402
sticky_lpcm5,maxxororand032.cnf,20,215.07,2312454,764062705,0.153271742271467,0.404014585196093
sticky_lpcm5,mchess_15.cnf,20,235.41,3900102,78821506,0.182435273439206,0.207292405330723
sticky_lpcm5,mchess_16.cnf,20,2613.27,21035347,436003273,0.150103786032817,0.265821293188806
sticky_lpcm5,minxorminand128.cnf,20,3123.66,13537040,7141404230,0.108710331889447,0.426865300215129
sticky_lpcm5,mix034_rmo.opt_false-unreach-call.i-cbmc-u2.cnf,10,103.32,388698,546125189,0.118058103340844,0.473296766743649
sticky_lpcm5,miza-sr06-md5-48-01.cnf,10,1060.23,5786975,3039385465,0.015474368928062,0.171603466156039
sticky_lpcm5,mizh-md5-47-3.cnf,10,496.17,3401629,1673409730,0.016958218594797,0.155914322689214
sticky_lpcm5,mod8-abd-yad.rules.7-7.cnf,10,46.83,25999,145504155,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-1006.cnf,10,87.6,1146949,266549957,0.025239850254412,0.126527013492245
sticky_lpcm5,modgen-n200-m90860q08c40-11953.cnf,10,139.41,1661678,392871300,0.020415311579136,0.132353787168667
sticky_lpcm5,modgen-n200-m90860q08c40-12992.cnf,20,0.81,1556,51294,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-1434.cnf,10,858.06,6340879,1554994685,0.019094791311136,0.169590882524839
sticky_lpcm5,modgen-n200-m90860q08c40-14424.cnf,20,37.02,479588,113872416,0.081735887644643,0.192307442925039
sticky_lpcm5,modgen-n200-m90860q08c40-15163.cnf,20,0.81,2125,80044,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-15606.cnf,10,9,159081,33594701,0.081962033238516,0.118269768598123
sticky_lpcm5,modgen-n200-m90860q08c40-1585.cnf,10,6.33,139582,23155460,0.077160332811354,0.128931461940375
sticky_lpcm5,modgen-n200-m90860q08c40-16597.cnf,10,79.44,1013521,245007604,0.034353586838064,0.161342653457095
sticky_lpcm5,modgen-n200-m90860q08c40-1876.cnf,10,317.52,2939088,715333730,0.030257178002777,0.182518785658295
sticky_lpcm5,modgen-n200-m90860q08c40-18788.cnf,10,859.53,6468132,1523156028,0.027977727308709,0.225654109858933
sticky_lpcm5,modgen-n200-m90860q08c40-18972.cnf,10,695.34,5319660,1289422198,0.019764153307992,0.171508740203693
sticky_lpcm5,modgen-n200-m90860q08c40-19419.cnf,10,37.2,548390,129023930,0.043367567551229,0.137040102961347
sticky_lpcm5,modgen-n200-m90860q08c40-2087.cnf,10,5232.36,24458115,5852039841,0.025199172939124,0.275606854829761
sticky_lpcm5,modgen-n200-m90860q08c40-21438.cnf,20,0.81,1053,41648,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-22556.cnf,10,27.36,426674,96835785,0.049999935457744,0.148953200758446
sticky_lpcm5,modgen-n200-m90860q08c40-25297.cnf,10,47.37,582765,143619745,0.075173180400787,0.200769891162868
sticky_lpcm5,modgen-n200-m90860q08c40-28046.cnf,20,3.33,67641,10613649,0,0.360655737704918
sticky_lpcm5,modgen-n200-m90860q08c40-29020.cnf,20,0.75,2263,71959,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-3866.cnf,20,0.81,2501,103536,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-4208.cnf,10,923.67,6417929,1560411310,0.019225036891075,0.167309358001594
sticky_lpcm5,modgen-n200-m90860q08c40-5377.cnf,20,0.72,1139,44367,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-6295.cnf,20,0.78,1977,73024,0,0
sticky_lpcm5,modgen-n200-m90860q08c40-6336.cnf,10,29.1,463695,105406870,0.047240326935047,0.138583259586047
sticky_lpcm5,modgen-n200-m90860q08c40-6967.cnf,10,13077,43898885,10036105237,0.019000033927205,0.250097588167302
sticky_lpcm5,modgen-n200-m90860q08c40-9056.cnf,10,898.95,6691575,1589266196,0.017182220366059,0.158100414410422
sticky_lpcm5,mp1-21.0.cnf,10,22.44,637639,75720001,0.014631140852732,0.105140151342134
sticky_lpcm5,mp1-21.1.cnf,10,577.32,9609125,1193810157,0.009899869699299,0.096430654420405
sticky_lpcm5,mp1-21.2.cnf,10,174.96,3753418,461173776,0.011729528610491,0.101689404688491
sticky_lpcm5,mp1-21.3.cnf,10,499.77,8500968,1057858385,0.010087364387626,0.097783455142781
sticky_lpcm5,mp1-21.4.cnf,10,332.28,6274893,773114191,0.010713317769121,0.100194074540178
sticky_lpcm5,mp1-21.5.cnf,10,501.78,8586377,1064655518,0.010086616580144,0.097675426470698
sticky_lpcm5,mp1-21.6.cnf,10,251.46,5052458,621667206,0.011063269758515,0.101299218408471
sticky_lpcm5,mp1-21.7.cnf,10,373.53,6823476,846922920,0.010183678816958,0.09986993964615
sticky_lpcm5,mp1-21.8.cnf,10,122.64,2830954,346657292,0.011904720008025,0.100702591475748
sticky_lpcm5,mp1-21.9.cnf,10,133.98,3047945,373535228,0.011663922632754,0.101601113963855
sticky_lpcm5,mp1-22.4.cnf,10,9873.72,84675640,10661744498,0.006029436178297,0.07309615365118
sticky_lpcm5,mp1-22.6.cnf,10,6176.61,60083957,7568969323,0.006636936134402,0.07697165017984
sticky_lpcm5,mp1-9_1.cnf,10,92.64,1863057,139279940,0.053514935460196,0.256045270454593
sticky_lpcm5,mp1-9_11.cnf,10,13.35,442488,30791019,0.072308162324865,0.314868583836191
sticky_lpcm5,mp1-9_12.cnf,10,696.39,8289903,585309082,0.044173835320738,0.263675622770454
sticky_lpcm5,mp1-9_14.cnf,10,869.85,9197751,640253684,0.041524431119088,0.256754650265687
sticky_lpcm5,mp1-9_19.cnf,10,7618.26,47161043,3245979271,0.033441792117963,0.31493215836959
sticky_lpcm5,mp1-9_27.cnf,10,44.85,1165877,78859160,0.055626955701785,0.271547478595937
sticky_lpcm5,mp1-9_29.cnf,10,299.07,3921446,298744147,0.057746634279667,0.307281099839829
sticky_lpcm5,mp1-9_3.cnf,10,72.57,1370094,100506533,0.063939276464745,0.289706616882426
sticky_lpcm5,mp1-9_31.cnf,10,275.1,4284037,304256272,0.041536760826413,0.234529316681343
sticky_lpcm5,mp1-9_34.cnf,10,162.63,3087975,231025277,0.048255230530467,0.239451727018637
sticky_lpcm5,mp1-9_38.cnf,10,143.19,2927836,177677137,0.079949340921674,0.315143554907957
sticky_lpcm5,mp1-9_4.cnf,10,5195.58,29628865,1988831912,0.041240264451268,0.298399475079793
sticky_lpcm5,mp1-9_44.cnf,10,1041.6,10160202,711113419,0.045827616424153,0.281033116234191
sticky_lpcm5,mp1-9_49.cnf,10,66.15,1563803,104680376,0.067822874461208,0.251013977167304
sticky_lpcm5,mp1-9_50.cnf,10,1544.19,17392358,1015136002,0.056909959735622,0.26643471748746
sticky_lpcm5,mp1-9_9.cnf,10,26.25,823435,54497597,0.048063532048945,0.237417049515059
sticky_lpcm5,mp1-blockpuzzle_5x10_s2_free5.cnf,20,305.49,4464853,979750241,0.132437043207627,0.552491502888337
sticky_lpcm5,mp1-blockpuzzle_5x10_s3_free4.cnf,20,687.39,7420317,1373144789,0.15375183206554,0.563306350443039
sticky_lpcm5,mp1-blockpuzzle_5x10_s5_free3.cnf,20,98.46,1749042,352433217,0.205264289829979,0.573503998713981
sticky_lpcm5,mp1-blockpuzzle_5x10_s7_free4.cnf,20,288.51,3832887,801411210,0.160855404056552,0.553293425304121
sticky_lpcm5,mp1-blockpuzzle_5x10_s8_free3.cnf,20,189.03,2793223,525799873,0.191270820257501,0.581591518785775
sticky_lpcm5,mp1-blockpuzzle_5x12_s6_free3.cnf,20,342.33,3800856,961491734,0.181845462438474,0.595375444925317
sticky_lpcm5,mp1-blockpuzzle_7x10_s10_free4.cnf,20,496.29,5118595,1563709704,0.13599565920453,0.577460839657557
sticky_lpcm5,mp1-blockpuzzle_7x10_s7_free8.cnf,10,1108.47,13521339,2499028452,0.012107416374466,0.394375537271276
sticky_lpcm5,mp1-blockpuzzle_7x10_s9_free6.cnf,20,88.44,1903311,456835343,0.121448050922803,0.496179966044143
sticky_lpcm5,mp1-blockpuzzle_8x8_s1_free4.cnf,20,360.99,4372649,1359659022,0.124217572396618,0.552007107664971
sticky_lpcm5,mp1-blockpuzzle_9x9_s1_free10.cnf,10,113.58,2253813,381993301,0.000779024132677,0.644986449864499
sticky_lpcm5,mp1-blockpuzzle_9x9_s1_free7.cnf,10,545.28,7741580,1806949722,0.019554635400088,0.3837699258808
sticky_lpcm5,mp1-blockpuzzle_9x9_s1_free8.cnf,10,10106.01,60250677,13205526625,0.009438753753601,0.413623130133059
sticky_lpcm5,mp1-blockpuzzle_9x9_s1_free9.cnf,10,382.86,6180150,1139276640,0.004146180860866,0.382761012833854
sticky_lpcm5,mp1-blockpuzzle_9x9_s4_free3.cnf,20,94.44,1707339,448466155,0.15252986036371,0.550989974752322
sticky_lpcm5,mp1-blockpuzzle_9x9_s5_free3.cnf,20,87.81,1539875,469744839,0.131722984188018,0.513961803435947
sticky_lpcm5,mp1-blockpuzzle_9x9_s7_free8.cnf,10,3621.45,31311725,6855181573,0.011105007969422,0.399485407808272
sticky_lpcm5,mp1-blockpuzzle_9x9_s7_free9.cnf,10,50.67,886855,167752286,0.001425166867771,0.609427609427609
sticky_lpcm5,mp1-blockpuzzle_9x9_s8_free3.cnf,20,85.77,1529113,456923983,0.143657718662581,0.521699682443672
sticky_lpcm5,mp1-blockpuzzle_9x9_s8_free7.cnf,10,213.39,3727322,785813536,0.020240871747977,0.351435882854706
sticky_lpcm5,mp1-bsat180-648.cnf,20,173.61,2157198,69268030,0.046568092090969,0.103560246439754
sticky_lpcm5,mp1-bsat192-689.cnf,20,462.24,4368300,142447723,0.043192469984234,0.109966087737257
sticky_lpcm5,mp1-bsat201-707.cnf,20,1997.1,11881162,388881171,0.034617446160694,0.112931543689928
sticky_lpcm5,mp1-bsat210-739.cnf,20,6905.73,27892875,898392454,0.030016672424099,0.12648337487255
sticky_lpcm5,mp1-klieber2017s-0300-032-t12.cnf,10,586.02,2566931,2029184055,0.010825193479061,0.304824478214359
sticky_lpcm5,mp1-klieber2017s-0300-033-t12.cnf,10,660.36,2802488,2254060919,0.010770872160266,0.296975860852239
sticky_lpcm5,mp1-klieber2017s-0300-034-t12.cnf,10,1890.75,5803727,5240261747,0.010750364336715,0.269993002643446
sticky_lpcm5,mp1-klieber2017s-0300-035-t12.cnf,10,845.94,3471901,2671180899,0.011060338148966,0.318451202822987
sticky_lpcm5,mp1-klieber2017s-0490-022-t12.cnf,10,126.3,561985,602108055,0.022352203874768,0.25782868643817
sticky_lpcm5,mp1-klieber2017s-0490-023-t12.cnf,10,224.34,924867,1003332015,0.021035449566513,0.258245200979741
sticky_lpcm5,mp1-klieber2017s-0490-024-t12.cnf,10,386.37,1550095,1635297906,0.022411203405528,0.263393324813007
sticky_lpcm5,mp1-klieber2017s-0500-022-t12.cnf,10,101.07,438201,485722086,0.026877369541726,0.246845772393447
sticky_lpcm5,mp1-klieber2017s-0500-023-t12.cnf,10,331.29,1233916,1337122144,0.020173452456113,0.244403040250791
sticky_lpcm5,mp1-klieber2017s-0500-024-t12.cnf,10,219.84,933020,1005135776,0.019798293399916,0.255689401161279
sticky_lpcm5,mp1-klieber2017s-1000-023-eq.cnf,20,2611.32,12289296,4029984799,0.010092052210741,0.266165384917303
sticky_lpcm5,mp1-klieber2017s-1000-024-eq.cnf,20,2352.33,11084837,3431997897,0.008865209103594,0.287279591808818
sticky_lpcm5,mp1-klieber2017s-1200-022-eq.cnf,20,2111.67,10630362,4197523107,0.013322389079108,0.214281585504239
sticky_lpcm5,mp1-klieber2017s-1200-023-eq.cnf,20,4654.68,20074768,7372928726,0.010489398293961,0.198645170426149
sticky_lpcm5,mp1-klieber2017s-1200-024-eq.cnf,20,3496.53,14452791,5654754073,0.010709602083167,0.309706817610613
sticky_lpcm5,mp1-klieber2017s-1600-022-eq.cnf,20,2384.34,11674713,5059791210,0.015156512159718,0.215477701976174
sticky_lpcm5,mp1-klieber2017s-1600-023-eq.cnf,20,5861.7,22511358,9312355685,0.01293487932318,0.240883331165573
sticky_lpcm5,mp1-klieber2017s-1600-024-eq.cnf,20,13860,42985583,17380054062,0.01183566611854,0.258004144404444
sticky_lpcm5,mp1-klieber2017s-2000-022-eq.cnf,20,2513.49,11755816,5519192981,0.012817257567099,0.197629486512596
sticky_lpcm5,mp1-klieber2017s-2000-023-eq.cnf,20,5495.19,20305303,8443257533,0.017597206578065,0.336472175775177
sticky_lpcm5,mp1-Nb5T06.cnf,20,76.77,1661518,149831565,0.059944077871709,0.285879622931941
sticky_lpcm5,mp1-Nb5T07.cnf,20,5871.06,41529765,3552478853,0.026389200577741,0.291809244521389
sticky_lpcm5,mp1-Nb5T15.cnf,10,234.12,5868387,832741301,0.009801282811599,0.127369677082556
sticky_lpcm5,mp1-Nb6T06.cnf,20,87.36,1824695,220945127,0.057253414781128,0.290118134000172
sticky_lpcm5,mp1-Nb6T07.cnf,20,6150.99,42232795,5064998709,0.022344925734906,0.290247058288143
sticky_lpcm5,mp1-Nb6T28.cnf,10,50.64,1092922,297142666,0.006637437923506,0.133526084754347
sticky_lpcm5,mp1-Nb6T30.cnf,10,677.19,10100167,2607062799,0.00673804712596,0.134752307591814
sticky_lpcm5,mp1-Nb7T07.cnf,20,6500.01,44156046,6252732949,0.024779711409997,0.294062682409242
sticky_lpcm5,mp1-Nb7T46.cnf,10,1442.91,15114549,6310712759,0.0057551835089,0.134888231171884
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.50_0.cnf,20,57.45,1053023,202471283,0.005566680782084,0.127675115039077
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.50_2.cnf,20,154.14,2439567,494609825,0.004851377547949,0.097893203209917
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.50_4.cnf,20,143.82,2305926,455893197,0.004765313486352,0.10319034112302
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,20,67.8,1264142,244488560,0.006045841163284,0.092822277346563
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.50_8.cnf,20,136.89,2190815,434750286,0.005391904446039,0.092576515327521
sticky_lpcm5,mp1-ps_5000_21250_3_0_0.8_0_1.55_2.cnf,20,1370.16,13664442,2832797769,0.003422007778346,0.077684241618668
sticky_lpcm5,mp1-qpr-bmp280-driver-14.cnf,10,4.95,25434,9992132,0,0
sticky_lpcm5,mp1-qpr-bmp280-driver-5.cnf,10,10.11,144900,39587846,0.070963951915949,0.195041276371015
sticky_lpcm5,mp1-rubikcube012.cnf,20,5123.07,22946781,5922716522,0.075774554181846,0.470906022361902
sticky_lpcm5,mp1-rubikcube101.cnf,20,543.54,5495221,1275976933,0.05268878947673,0.357399345704665
sticky_lpcm5,mp1-rubikcube212.cnf,20,6363.09,33186578,9108175619,0.028942478057855,0.403489549929247
sticky_lpcm5,mp1-rubikcube301.cnf,20,717.66,6718466,1612924645,0.049461007522766,0.367787468133637
sticky_lpcm5,mp1-rubikcube312.cnf,20,7359.9,37496212,10515940354,0.030040314928169,0.418082005997173
sticky_lpcm5,mp1-rubikcube512.cnf,20,6929.43,35485999,9691277060,0.027286776073245,0.414273878682333
sticky_lpcm5,mp1-rubikcube601.cnf,20,365.67,4183191,949565499,0.051765613906324,0.331175887951322
sticky_lpcm5,mp1-rubikcube612.cnf,10,1117.47,9362023,2355458458,0.045431522528681,0.39701804077263
sticky_lpcm5,mp1-rubikcube701.cnf,20,753.42,7160571,1750934575,0.048859590884485,0.367974400150036
sticky_lpcm5,mp1-rubikcube812.cnf,20,7672.08,39061697,10517753520,0.028150551012342,0.40948085818901
sticky_lpcm5,mp1-rubikcube901.cnf,20,440.76,4717470,1084902302,0.054605650564838,0.347195260879471
sticky_lpcm5,mp1-rubikcube912.cnf,20,5933.7,32727902,8996074096,0.030082871496171,0.398086746863601
sticky_lpcm5,mp1-squ_ali_s10x10_c39_abio_SAT.cnf,10,381.03,6697437,790573819,0.080097467786244,0.325052796119987
sticky_lpcm5,mp1-squ_ali_s10x10_c39_abix_SAT.cnf,10,334.11,6008751,703522463,0.07546789021291,0.317745053050213
sticky_lpcm5,mp1-squ_ali_s10x10_c39_bail_SAT.cnf,10,118.11,3110094,207111686,0.071519856199713,0.286591909832482
sticky_lpcm5,mp1-squ_ali_s10x10_c39_sinx_SAT.cnf,10,96,2247578,393918502,0.258869488186671,0.21559370201453
sticky_lpcm5,mp1-squ_ali_s10x10_c39_sinz_SAT.cnf,10,31.68,1032239,98187176,0.11193110391524,0.212712611905572
sticky_lpcm5,mp1-squ_any_s09x07_c27_abio_UNS.cnf,20,967.83,9492927,750450488,0.092322727625437,0.348598914277684
sticky_lpcm5,mp1-squ_any_s09x07_c27_abix_UNS.cnf,20,860.97,9041884,734227749,0.098160920910659,0.352214737355734
sticky_lpcm5,mp1-squ_any_s09x07_c27_bail_UNS.cnf,20,1170.87,12519562,530677250,0.081750176778824,0.291529175268345
sticky_lpcm5,mp1-squ_any_s09x07_c27_sinx_UNS.cnf,20,716.49,7745054,695336686,0.164389488288843,0.286513029156611
sticky_lpcm5,mp1-squ_any_s09x07_c27_sinz_UNS.cnf,20,553.62,6816086,400166426,0.126065611011555,0.286157555427433
sticky_lpcm5,mp1-tri_ali_s11_c35_abio_UNS.cnf,20,99.81,1636848,149184159,0.147571928196478,0.381234734364121
sticky_lpcm5,mp1-tri_ali_s11_c35_abix_UNS.cnf,20,82.68,1410844,133086388,0.153145459173481,0.373554877133277
sticky_lpcm5,mp1-tri_ali_s11_c35_bail_UNS.cnf,20,111.48,1954104,99078223,0.154290393359195,0.345644895071917
sticky_lpcm5,mp1-tri_ali_s11_c35_sinx_UNS.cnf,20,50.91,961397,105944454,0.287158684115735,0.271352159659516
sticky_lpcm5,mp1-tri_ali_s11_c35_sinz_UNS.cnf,20,65.22,1098308,77869634,0.198076736818873,0.283069484616191
sticky_lpcm5,Nb27T6.cnf,20,1290.21,3284436,9962004931,0.045888166906791,0.276441879738482
sticky_lpcm5,Nb29T6.cnf,20,1935.93,4153660,15211542664,0.045577618543634,0.272646607669616
sticky_lpcm5,Nb37T6.cnf,20,3347.31,4046396,27869319911,0.042565941249674,0.272528054358537
sticky_lpcm5,Nb39T6.cnf,20,3720.3,3786345,31179407977,0.041287883879951,0.270230936954574
sticky_lpcm5,Nb42T6.cnf,20,5939.13,5292613,94206234129,0.023837607264132,0.179417357484676
sticky_lpcm5,Nb44T6.cnf,20,6196.38,4936149,100817263242,0.022123595535877,0.167734819985194
sticky_lpcm5,Nb45T6.cnf,20,5264.58,4293812,84195155545,0.028660043815826,0.199877901113393
sticky_lpcm5,Nb49T6.cnf,20,9024.21,5558200,147171344187,0.025546033806846,0.20055276977139
sticky_lpcm5,Nb51T6.cnf,20,6678.39,3845323,110222857040,0.021639921728162,0.194319517198797
sticky_lpcm5,Nb52T6.cnf,20,9269.58,5125915,155919485331,0.022665208556184,0.177884118168274
sticky_lpcm5,Nb54T6.cnf,20,12102,5850706,201173737579,0.020204316074825,0.183649678270468
sticky_lpcm5,newton_3_4_true-unreach-call.i.cnf,20,145.08,489854,1105128412,0.212362268901652,0.386959118301754
sticky_lpcm5,newton_3_6_false-unreach-call.i.cnf,10,323.43,1204203,2520885500,0.21422119092676,0.444665170957622
sticky_lpcm5,newton.2.2.i.smt2-cvc4.cnf,20,260.28,585995,1769738385,0.151253554349504,0.282775913717712
sticky_lpcm5,newton.2.3.i.smt2-cvc4.cnf,20,564.42,1130646,3903720268,0.17617806778772,0.296113278676315
sticky_lpcm5,newton.2.3.i.smt2-stp212.cnf,20,329.82,920876,2049103715,0.199173690434698,0.284266710016527
sticky_lpcm5,newton.3.3.i.smt2-stp212.cnf,20,430.5,1106446,2686002259,0.203925050757003,0.285724849248149
sticky_lpcm5,newton.4.3.i.smt2-stp212.cnf,20,431.25,1164245,2686006891,0.222934530810926,0.289206628233432
sticky_lpcm5,newton.5.1.i.smt2-cvc4.cnf,10,19.8,38602,65755121,0,0
sticky_lpcm5,ortholatin-7.cnf,10,10.17,163884,52372812,0.143709335294045,0.228008558990629
sticky_lpcm5,pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,3703.53,14532274,7223962173,0.054447680729848,0.446774636438525
sticky_lpcm5,pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,152.64,611158,1005850120,0.213693280664916,0.356747745117623
sticky_lpcm5,pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,324.66,1726903,1641523457,0.173402696614648,0.44281540041312
sticky_lpcm5,pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,337.47,1278986,1344178352,0.107977919584886,0.314659722973502
sticky_lpcm5,partial-10-15-s.cnf,10,789.36,810126,5800113307,0.181915170644441,0.579343986543314
sticky_lpcm5,partial-10-19-s.cnf,10,5114.37,5413917,32618906735,0.113753622772974,0.506963596011335
sticky_lpcm5,patat-08-comp-3.cnf,10,150.96,1099540,389825057,0.000799035347797,0.112060601537428
sticky_lpcm5,pb_400_02_lb_15.cnf,10,181.35,344857,1395701091,0.09249960169301,0.405901639344262
sticky_lpcm5,podwr001_power.opt_false-unreach-call.i-cbmc-u2.cnf,10,210.21,712450,1141104466,0.108467021809027,0.484461773417253
sticky_lpcm5,prime_119218851371.cnf,20,100.65,858032,321404212,0.170424437374828,0.499872246078779
sticky_lpcm5,prime_200560490131.cnf,20,148.74,1117656,439398305,0.188646212460924,0.508326082753287
sticky_lpcm5,Problem11_label29_false-unreach-call.c.cnf,10,6636.87,490624,49567724649,0.216940361699999,0.363918496199805
sticky_lpcm5,Problem14_label14_false-unreach-call.c.cnf,10,486.69,87536,2899837380,0.102069202584043,0.363111698929903
sticky_lpcm5,Problem14_label19_true-unreach-call.c.cnf,20,175.38,34322,827783661,0.009037205434766,0.344232842256558
sticky_lpcm5,Problem14_label20_true-unreach-call.c.cnf,20,128.79,2636,65365784,0,0
sticky_lpcm5,Problem14_label48_true-unreach-call.c.cnf,20,471.72,81784,2861232552,0.065130099218863,0.375
sticky_lpcm5,Problem14_label55_true-unreach-call.c.cnf,20,177.18,19181,476285733,0,0
sticky_lpcm5,Problem14_label57_false-unreach-call.c.cnf,10,321.03,64989,1365703009,0.007085902232203,0.42410071942446
sticky_lpcm5,q_query_3_L200_coli.sat.cnf,20,618.09,1019093,2249155053,0.390049157718074,0.394403369492758
sticky_lpcm5,quadratic_loose_error.c.cnf,20,51.99,269935,317688117,0.192417880080796,0.461152310325157
