solver,bench,solution,runtime,confl,props,vprops,vivsucc
syrup_ecm3,g2-hwmcc15deep-beemhanoi4b1-k37.cnf,20,8830,95140959,168540904464,0.4,9.9
syrup_ecm3,g2-hwmcc15deep-beemlifts3b1-k29.cnf,20,1448.57,6320783,42663223819,0.3,16.4
syrup_ecm3,g2-hwmcc15deep-beemloyd3b1-k31.cnf,20,513.21,8732335,10829875885,0.3,7.8
syrup_ecm3,g2-hwmcc15deep-bob12s02-k16.cnf,20,2407.64,220070893,36144867431,0.1,8.6
syrup_ecm3,g2-hwmcc15deep-bob12s02-k17.cnf,20,2523.18,230942336,38695993889,0.1,8.9
syrup_ecm3,g2-hwmcc15deep-bobpcihm-k30.cnf,20,1979.89,39160660,46268517285,0.7,12.2
syrup_ecm3,g2-hwmcc15deep-bobpcihm-k31.cnf,20,2262.04,44152050,52834771815,0.7,12
syrup_ecm3,g2-hwmcc15deep-bobpcihm-k32.cnf,20,2610.07,51253337,60721783153,0.7,11.5
syrup_ecm3,g2-hwmcc15deep-bobpcihm-k33.cnf,20,2871.23,53665244,67563807217,0.7,11.3
syrup_ecm3,g2-hwmcc15deep-intel032-k84.cnf,20,604.28,16500299,9559209639,0.1,11.5
syrup_ecm3,g2-hwmcc15deep-intel065-k11.cnf,20,512.91,57200376,7959908487,0.1,6.1
syrup_ecm3,g2-hwmcc15deep-intel066-k10.cnf,20,322.21,45007969,4304374047,0.1,5.6
syrup_ecm3,g2-hwmcc15deep-oski15a10b06s-k24.cnf,20,2371.68,33851961,45554131439,0.2,5.8
syrup_ecm3,g2-hwmcc15deep-oski15a10b08s-k23.cnf,20,1549.18,22718855,31088065610,0.2,6.1
syrup_ecm3,g2-hwmcc15deep-oski15a10b10s-k20.cnf,20,816.97,10945218,16755057987,0.3,7.3
syrup_ecm3,g2-hwmcc15deep-oski15a10b10s-k22.cnf,20,1555.37,19456218,30763721257,0.3,6.9
syrup_ecm3,g2-hwmcc15deep-oski15a14b04s-k16.cnf,20,251.4,5468079,5932862706,2,2.6
syrup_ecm3,g2-hwmcc15deep-oski15a14b30s-k24.cnf,20,1151.02,13468970,26050962168,0.4,6.1
syrup_ecm3,g2-mizh-md5-47-3.cnf,10,293.62,9258896,4296106366,0.1,1.3
syrup_ecm3,g2-mizh-md5-47-5.cnf,10,131.88,4887785,2167343308,0.2,1.5
syrup_ecm3,g2-mizh-md5-48-2.cnf,10,252.77,7980440,3678675652,0.1,1.3
syrup_ecm3,g2-mizh-md5-48-5.cnf,10,194.67,6702196,3074712740,0.2,1.3
syrup_ecm3,g2-modgen-n200-m90860q08c40-13698.cnf,10,423.69,13853004,2935971865,0,2.8
syrup_ecm3,g2-modgen-n200-m90860q08c40-16823.cnf,10,581.46,17982381,3887669682,0,2
syrup_ecm3,g2-modgen-n200-m90860q08c40-29667.cnf,10,4645,79121829,17096816045,0,1.7
syrup_ecm3,g2-modgen-n200-m90860q08c40-3230.cnf,10,9841,136429143,28211090223,0,1.1
syrup_ecm3,g2-modgen-n200-m90860q08c40-6967.cnf,10,1819.49,39427661,8372546840,0,1.6
syrup_ecm3,g2-mult1.c.50.smt2-cvc4.cnf,10,40.44,41869,111484966,0,0
syrup_ecm3,g2-newton.8.3.i.smt2-cvc4.cnf,10,39.73,45463,72298188,0,0
syrup_ecm3,g2-slp-synthesis-aes-top25.cnf,10,11386,164708501,117400345057,0,5.3
syrup_ecm3,g2-slp-synthesis-aes-top28.cnf,10,5950,92892721,74927223948,0,5.8
syrup_ecm3,g2-slp-synthesis-aes-top29.cnf,10,973.33,20951062,17514786213,0.1,7.2
syrup_ecm3,g2-slp-synthesis-aes-top30.cnf,10,1082.28,24178211,19908010634,0.1,7
syrup_ecm3,g2-Sz512_15128_1.smt2-cvc4.cnf,10,310.3,13892338,2334845464,0.1,1.4
syrup_ecm3,g2-T103.2.1.cnf,20,11424,8739835,498618703137,0.4,5.8
syrup_ecm3,g2-T109.2.0.cnf,20,6508,4683689,278682634312,0.6,7
syrup_ecm3,g2-T112.1.0.cnf,20,2673.68,3809758,110561296997,0.1,5.1
syrup_ecm3,g2-T118.2.1.cnf,20,5023,4958003,224235146371,0.7,6.5
syrup_ecm3,g2-T122.1.0.cnf,20,2264.15,3229771,93435632304,0.1,5.3
syrup_ecm3,g2-T124.2.0.cnf,20,3327.65,3944996,150094395793,0.9,6.5
syrup_ecm3,g2-T124.2.1.cnf,20,7308,6359607,324208877465,0.5,5.9
syrup_ecm3,g2-T135.1.1.cnf,20,934.09,1807794,35159169895,0.1,4.5
syrup_ecm3,g2-T154.1.0.cnf,20,734.59,1392828,25369283762,0,3.8
syrup_ecm3,g2-T155.1.0.cnf,20,165.43,11429,3328765,0,0
syrup_ecm3,g2-T55.2.0.cnf,20,1039.2,1713840,44158248400,1.6,6.7
syrup_ecm3,g2-T58.2.0.cnf,20,1220.96,1775202,51537351550,1.3,6.9
syrup_ecm3,g2-T65.2.0.cnf,20,1633.68,2516710,70597892553,1.3,6.1
syrup_ecm3,g2-T65.2.1.cnf,20,13621,8733052,585158243527,0.5,5.7
syrup_ecm3,g2-T75.2.0.cnf,20,1174.54,1906501,50558804672,1.3,7.1
syrup_ecm3,g2-T81.2.1.cnf,20,7861,5923163,344810324275,0.6,6
syrup_ecm3,g2-T85.2.1.cnf,20,8250,6059421,360436894562,0.6,6
syrup_ecm3,g2-T88.2.1.cnf,20,2523.55,3349109,109540289390,1.1,6.2
syrup_ecm3,g2-T89.2.1.cnf,20,10344,6679694,447943489950,0.5,6
syrup_ecm3,g2-T93.2.1.cnf,20,11961,7538628,517144954034,0.5,5.9
syrup_ecm3,g2-T99.2.0.cnf,20,206.19,721,144005,0,0
syrup_ecm3,g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4.cnf,20,262.01,3331730,7625319350,0.4,4.3
syrup_ecm3,g2-test_v7_r7_vr5_c1_s14675.smt2-cvc4.cnf,10,53.08,496845,460219652,0.5,3.7
syrup_ecm3,g2-UCG-15-10p1.cnf,10,103.36,478205,2241959318,0.7,14.3
syrup_ecm3,g2-UCG-20-10p1.cnf,10,395.69,1937696,10869476054,0.7,16.9
syrup_ecm3,g2-UCG-20-5p1.cnf,10,109.19,647109,2353136191,1,16.7
syrup_ecm3,g2-UR-20-10p1.cnf,10,828.08,2957303,19153616703,1,20.6
syrup_ecm3,g2-UR-20-5p1.cnf,10,199.2,1178886,4282269544,2.1,19.2
syrup_ecm3,g2-UTI-20-10p1.cnf,10,425.41,3712621,8080410934,4.9,22.9
syrup_ecm3,g2-UTI-20-5p1.cnf,10,235.98,2646759,4728949804,4,20.1
syrup_ecm3,gaussian.c.75.smt2-cvc4.cnf,10,2212.1,17886283,76820468681,0.5,2.5
syrup_ecm3,gripper14u.cnf,20,146.72,10257272,2109775756,0.5,20.1
syrup_ecm3,gss-20-s100.cnf,10,23.14,157641,703534926,0,0
syrup_ecm3,gto_p60c231_1.cnf,20,113.22,7239851,129536244,0,3.5
syrup_ecm3,gto_p60c231.cnf,20,84.72,6215099,110751068,0,4.8
syrup_ecm3,gto_p60c233.cnf,20,133.91,9265664,166497904,0,4.7
syrup_ecm3,gto_p60c234.cnf,20,162.93,12719442,225617786,0,6
syrup_ecm3,gto_p60c235.cnf,20,388,19480074,350300790,0,4.6
syrup_ecm3,gto_p60c238.cnf,20,284.86,18077864,334707192,0,3.6
syrup_ecm3,gto_p60c239.cnf,20,88.69,6890296,116961423,0,2.6
syrup_ecm3,gto_p60c241.cnf,20,94.33,7057381,127354740,0,4.5
syrup_ecm3,gto_p60c243.cnf,20,155.21,9674543,163423358,0,8.9
syrup_ecm3,gus-md5-10.cnf,20,608.02,3765774,10181540753,0,2.1
syrup_ecm3,gus-md5-12.cnf,20,9134,52375842,98858156421,0,1.2
syrup_ecm3,hitag2-8-60-0-0xb2021557d918860-94.cnf,20,6489,50247386,12904539920,0,2
syrup_ecm3,huck.col.11.cnf,20,77.41,9094784,159103938,0,3.6
syrup_ecm3,ibm-2002-23r-k90.cnf,10,170.54,4494646,4028343071,1.1,7
syrup_ecm3,k_unsat.cnf,20,5608,129795667,28390937605,0,2.8
syrup_ecm3,k2mul.miter.cnf,20,266.02,5070098,5181812108,3,11.4
syrup_ecm3,Karatsuba4477457x5308417.cnf,10,109.37,5391756,412820519,0,1.3
syrup_ecm3,Karatsuba6972593x13466917.cnf,10,358.5,10485088,1024932028,0,1.6
syrup_ecm3,Karatsuba7654321x1234567.cnf,10,135.62,6090371,462311735,0,1.3
syrup_ecm3,korf-18.cnf,20,2733.23,88215373,27001289857,0.1,0.5
syrup_ecm3,lei450-05b-05.cnf,10,51.31,3750546,291155051,0,0
syrup_ecm3,less-cy-caa.rules.6-4.cnf,10,16.58,99185,220921980,0,0
syrup_ecm3,magicSquare-8_glb.cnf,10,199.62,14532455,2568696117,0.3,1.1
syrup_ecm3,magicSquare-9_glb.cnf,10,2135.4,96693922,22034746671,0.1,1.5
syrup_ecm3,maxor128.cnf,20,1402.64,22507164,29120302333,2,14.8
syrup_ecm3,maxxororand032.cnf,20,124.62,5689495,1402496209,0.5,13.5
syrup_ecm3,mchess_15.cnf,20,108.82,10303795,152692415,0,0
syrup_ecm3,mchess_16.cnf,20,647.95,40408822,638981277,0,2.7
syrup_ecm3,mchess_17.cnf,20,11613,312976916,4217387604,0,0.4
syrup_ecm3,minxorminand128.cnf,20,1296.72,19057752,9157120455,0.4,4.4
syrup_ecm3,mix034_rmo.opt_false-unreach-call.i-cbmc-u2.cnf,10,36.99,734700,563899161,0.2,1.2
syrup_ecm3,miza-sr06-md5-48-01.cnf,10,602.04,16302793,7766437698,0.1,1.3
syrup_ecm3,mizh-md5-47-3.cnf,10,36.21,1692189,611593232,0.3,2.4
syrup_ecm3,mod8-abd-yad.rules.7-7.cnf,10,31.02,54752,271502351,0,0
syrup_ecm3,modgen-n200-m90860q08c40-1006.cnf,10,25.82,1636207,292743232,0.3,2.3
syrup_ecm3,modgen-n200-m90860q08c40-11953.cnf,10,65.81,3464717,695989986,0.2,1.6
syrup_ecm3,modgen-n200-m90860q08c40-12992.cnf,20,0.95,5925,159078,0,0
syrup_ecm3,modgen-n200-m90860q08c40-1434.cnf,10,287.56,10117255,2186863909,0,2.2
syrup_ecm3,modgen-n200-m90860q08c40-14424.cnf,20,14.26,1008306,180205282,0.3,4.6
syrup_ecm3,modgen-n200-m90860q08c40-14808.cnf,20,12858,170459328,36271513754,0,1.3
syrup_ecm3,modgen-n200-m90860q08c40-15163.cnf,20,0.85,520,11675,0,0
syrup_ecm3,modgen-n200-m90860q08c40-15606.cnf,10,16.5,1118314,197904155,0.3,4.7
syrup_ecm3,modgen-n200-m90860q08c40-1585.cnf,10,17.19,1123280,179262009,0.4,2.7
syrup_ecm3,modgen-n200-m90860q08c40-16597.cnf,10,47.42,2610925,529321330,0.1,3.3
syrup_ecm3,modgen-n200-m90860q08c40-1876.cnf,10,101.92,4694087,982305151,0.1,2.7
syrup_ecm3,modgen-n200-m90860q08c40-18788.cnf,10,288.08,10690326,2242659590,0,2.9
syrup_ecm3,modgen-n200-m90860q08c40-18972.cnf,10,98.83,4585490,945782676,0.1,2
syrup_ecm3,modgen-n200-m90860q08c40-19419.cnf,10,12.37,822479,133920126,0.4,3.2
syrup_ecm3,modgen-n200-m90860q08c40-2087.cnf,10,885.22,24750651,5342692897,0,2.7
syrup_ecm3,modgen-n200-m90860q08c40-21438.cnf,20,0.92,5079,105605,0,0
syrup_ecm3,modgen-n200-m90860q08c40-22556.cnf,10,11.43,785791,123894587,0.4,3.1
syrup_ecm3,modgen-n200-m90860q08c40-25297.cnf,10,14.2,974601,173256037,0.3,4.2
syrup_ecm3,modgen-n200-m90860q08c40-28046.cnf,20,4.99,313259,32362498,1.2,8.4
syrup_ecm3,modgen-n200-m90860q08c40-29020.cnf,20,0.85,420,7348,0,0
syrup_ecm3,modgen-n200-m90860q08c40-3230.cnf,10,3341.38,61628889,12929267318,0,1.2
syrup_ecm3,modgen-n200-m90860q08c40-3866.cnf,20,1.15,11243,360946,0,0
syrup_ecm3,modgen-n200-m90860q08c40-4208.cnf,10,9238,125389510,27615623857,0,1
syrup_ecm3,modgen-n200-m90860q08c40-5377.cnf,20,0.86,919,20698,0,0
syrup_ecm3,modgen-n200-m90860q08c40-6295.cnf,20,0.94,4395,109584,0,0
syrup_ecm3,modgen-n200-m90860q08c40-6336.cnf,10,66.49,3426196,700502653,0.1,2.8
syrup_ecm3,modgen-n200-m90860q08c40-6967.cnf,10,2380.93,48593432,10332107635,0,1.5
syrup_ecm3,modgen-n200-m90860q08c40-9056.cnf,10,2358.74,50551190,10831674998,0,1.4
syrup_ecm3,mp1-21.0.cnf,10,1956.45,75419999,9223608719,0,0.2
syrup_ecm3,mp1-21.1.cnf,10,1761.37,69840814,8570046872,0,0.2
syrup_ecm3,mp1-21.2.cnf,10,1955.7,75567736,9248990573,0,0.2
syrup_ecm3,mp1-21.3.cnf,10,4115,130890339,15941111104,0,0.2
syrup_ecm3,mp1-21.4.cnf,10,493.78,26850389,3313894700,0,0.2
syrup_ecm3,mp1-21.5.cnf,10,46.26,3309713,393602452,0.1,0.3
syrup_ecm3,mp1-21.6.cnf,10,1093.41,48774432,6004006812,0,0.2
syrup_ecm3,mp1-21.7.cnf,10,68.96,4880630,589716796,0.1,0.3
syrup_ecm3,mp1-21.8.cnf,10,3346.16,111933816,13667430003,0,0.2
syrup_ecm3,mp1-21.9.cnf,10,212.96,13654430,1680210938,0,0.2
syrup_ecm3,mp1-9_1.cnf,10,14.42,758325,43970155,0.1,7.9
syrup_ecm3,mp1-9_11.cnf,10,8.49,443275,21867058,0.2,5.1
syrup_ecm3,mp1-9_12.cnf,10,33.28,1887779,100543759,0,0.7
syrup_ecm3,mp1-9_14.cnf,10,108.11,6331388,345337645,0,1.6
syrup_ecm3,mp1-9_19.cnf,10,1628.28,50332387,2930992192,0,2.9
syrup_ecm3,mp1-9_22.cnf,10,10090,202319353,12775274242,0,0.4
syrup_ecm3,mp1-9_24.cnf,10,2938.14,98773849,5345438506,0,1.8
syrup_ecm3,mp1-9_27.cnf,10,61.8,3654873,203946219,0,6.9
syrup_ecm3,mp1-9_29.cnf,10,209.91,10694138,646383599,0,1.7
syrup_ecm3,mp1-9_3.cnf,10,24.35,1358528,76799627,0.1,7.2
syrup_ecm3,mp1-9_31.cnf,10,63.26,3836751,212525501,0,3.4
syrup_ecm3,mp1-9_34.cnf,10,95.73,5102412,309885479,0,5.5
syrup_ecm3,mp1-9_38.cnf,10,36.25,1914003,85293803,0.1,8
syrup_ecm3,mp1-9_4.cnf,10,4788,127158222,7470657930,0,0.8
syrup_ecm3,mp1-9_44.cnf,10,667.71,24898124,1472245131,0,1.6
syrup_ecm3,mp1-9_49.cnf,10,78.5,4892632,254442996,0,2.8
syrup_ecm3,mp1-9_50.cnf,10,130.93,9054152,409740134,0,3.7
syrup_ecm3,mp1-9_9.cnf,10,59.55,3613715,192939385,0,3.6
syrup_ecm3,mp1-blockpuzzle_5x10_s2_free5.cnf,20,75.92,3359060,436795298,0.1,20.5
syrup_ecm3,mp1-blockpuzzle_5x10_s3_free4.cnf,20,147.27,5017426,621264588,0.1,35.2
syrup_ecm3,mp1-blockpuzzle_5x10_s5_free3.cnf,20,60.59,2401783,314762657,0.1,36.8
syrup_ecm3,mp1-blockpuzzle_5x10_s7_free4.cnf,20,79.94,2969312,385938507,0.1,29.5
syrup_ecm3,mp1-blockpuzzle_5x10_s8_free3.cnf,20,109.26,3806272,484208527,0.1,37.7
syrup_ecm3,mp1-blockpuzzle_5x12_s6_free3.cnf,20,100.31,3353691,565548429,0.1,38.4
syrup_ecm3,mp1-blockpuzzle_7x10_s10_free4.cnf,20,88.66,3054412,663744195,0,34.3
syrup_ecm3,mp1-blockpuzzle_7x10_s7_free8.cnf,10,140.8,4985295,771574112,0,0
syrup_ecm3,mp1-blockpuzzle_7x10_s9_free6.cnf,20,48.17,1658729,267926875,0.1,25.1
syrup_ecm3,mp1-blockpuzzle_8x8_s1_free4.cnf,20,77.99,2918385,626696833,0,21.4
syrup_ecm3,mp1-blockpuzzle_9x9_s1_free10.cnf,10,38.27,1385577,194414480,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s1_free7.cnf,10,172.05,5817384,1218957104,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s1_free8.cnf,10,348.78,10602540,2067825666,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s1_free9.cnf,10,33.6,1047575,163984303,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s4_free3.cnf,20,111.94,4233540,1159606632,0,54.8
syrup_ecm3,mp1-blockpuzzle_9x9_s5_free3.cnf,20,93.1,3645070,1002831969,0,49.7
syrup_ecm3,mp1-blockpuzzle_9x9_s7_free8.cnf,10,425.56,12467643,2481421932,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s7_free9.cnf,10,41.45,1262930,199234196,0,0
syrup_ecm3,mp1-blockpuzzle_9x9_s8_free3.cnf,20,103.1,3748487,1071836543,0,57.1
syrup_ecm3,mp1-blockpuzzle_9x9_s8_free7.cnf,10,61.12,2153378,390914741,0,0
syrup_ecm3,mp1-bsat180-648.cnf,20,63.43,3487397,109719354,0,3.4
syrup_ecm3,mp1-bsat192-689.cnf,20,143.23,5913423,188055956,0,0
syrup_ecm3,mp1-bsat201-707.cnf,20,418.48,12236846,396703360,0,3.9
syrup_ecm3,mp1-bsat210-739.cnf,20,1381.56,25897556,833212074,0,2.8
syrup_ecm3,mp1-klieber2017s-0300-032-t12.cnf,10,1361.18,17266626,12870936629,0,16.8
syrup_ecm3,mp1-klieber2017s-0300-033-t12.cnf,10,224.56,4917975,3375479909,0,14
syrup_ecm3,mp1-klieber2017s-0300-034-t12.cnf,10,2408.48,27074634,20199758377,0,14.8
syrup_ecm3,mp1-klieber2017s-0300-035-t12.cnf,10,280.97,5449829,3867788835,0,14.9
syrup_ecm3,mp1-klieber2017s-0490-022-t12.cnf,10,83.41,1687887,1710903838,0,23.5
syrup_ecm3,mp1-klieber2017s-0490-023-t12.cnf,10,76.03,1368119,1410550023,0,20.5
syrup_ecm3,mp1-klieber2017s-0490-024-t12.cnf,10,75.97,1546950,1530667184,0,19.2
syrup_ecm3,mp1-klieber2017s-0500-022-t12.cnf,10,53.91,1031841,1074918080,0,19.2
syrup_ecm3,mp1-klieber2017s-0500-023-t12.cnf,10,43.15,909542,899179057,0,13.9
syrup_ecm3,mp1-klieber2017s-0500-024-t12.cnf,10,64.5,1333037,1344176519,0,20.2
syrup_ecm3,mp1-klieber2017s-1000-023-eq.cnf,20,2202.47,28441443,8450144315,0,18.4
syrup_ecm3,mp1-klieber2017s-1000-024-eq.cnf,20,1819.26,27471880,7509121963,0,15.8
syrup_ecm3,mp1-klieber2017s-1200-022-eq.cnf,20,1052.87,16466084,5931770477,0,17.1
syrup_ecm3,mp1-klieber2017s-1200-023-eq.cnf,20,2351.25,27280060,9132479213,0,17
syrup_ecm3,mp1-klieber2017s-1200-024-eq.cnf,20,1937.43,26717908,9134075219,0,17.6
syrup_ecm3,mp1-klieber2017s-1600-022-eq.cnf,20,1095.9,15984143,6358787788,0,26.1
syrup_ecm3,mp1-klieber2017s-1600-023-eq.cnf,20,2942.11,30294112,11420485724,0,24.6
syrup_ecm3,mp1-klieber2017s-1600-024-eq.cnf,20,9935,78837127,29439511624,0,19.6
syrup_ecm3,mp1-klieber2017s-2000-022-eq.cnf,20,984.91,15866646,6750129886,0,17.4
syrup_ecm3,mp1-klieber2017s-2000-023-eq.cnf,20,4651,46496840,17788019666,0,19.6
syrup_ecm3,mp1-Nb5T06.cnf,20,28.44,2365703,172362215,0,1.8
syrup_ecm3,mp1-Nb5T07.cnf,20,789.55,40117769,3023654562,0,0.8
syrup_ecm3,mp1-Nb5T16.cnf,10,51.97,4517863,602132073,0,0
syrup_ecm3,mp1-Nb6T06.cnf,20,31.18,2248581,233946691,0,1.4
syrup_ecm3,mp1-Nb6T07.cnf,20,1005.48,47543469,5048091466,0,0.4
syrup_ecm3,mp1-Nb6T28.cnf,10,107.98,7268977,1683404439,0,0
syrup_ecm3,mp1-Nb6T29.cnf,10,126.06,8851223,1975864200,0,0
syrup_ecm3,mp1-Nb6T30.cnf,10,44.37,3172695,819043222,0,0
syrup_ecm3,mp1-Nb7T07.cnf,20,3939,138395733,17555341811,0,0.4
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.50_0.cnf,20,38.67,2646789,506218889,0,0.8
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.50_2.cnf,20,68.44,4139128,827981885,0,0.5
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.50_4.cnf,20,74.81,4359659,846893059,0,0.2
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,20,36.22,2738255,523222996,0,0.9
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.50_8.cnf,20,69.59,4501604,882579678,0,0.4
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.55_0.cnf,20,4577,87534066,16582683068,0,0.1
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.55_2.cnf,20,460.22,17057987,3464810109,0,0.3
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.55_4.cnf,20,9719,165206223,31810407569,0,0.2
syrup_ecm3,mp1-ps_5000_21250_3_0_0.8_0_1.55_6.cnf,20,9233,193048320,38545908182,0,0.4
syrup_ecm3,mp1-qpr-bmp280-driver-14.cnf,10,5.54,103017,47582583,0,0.5
syrup_ecm3,mp1-qpr-bmp280-driver-5.cnf,10,4.96,62204,12504571,0,1.7
syrup_ecm3,mp1-rubikcube012.cnf,20,1581.46,39261300,7297756799,0,2.7
syrup_ecm3,mp1-rubikcube101.cnf,20,120.54,7227224,1470864213,0,2.4
syrup_ecm3,mp1-rubikcube212.cnf,20,1221.46,39227624,9161598886,0,2.3
syrup_ecm3,mp1-rubikcube301.cnf,20,141.08,8510032,1801687975,0,2
syrup_ecm3,mp1-rubikcube312.cnf,20,1275.39,42554566,10334151150,0,2.2
syrup_ecm3,mp1-rubikcube401.cnf,20,150.99,7686469,1938412390,0.1,4.3
syrup_ecm3,mp1-rubikcube420.cnf,20,14310,252497956,52361023742,0,2.5
syrup_ecm3,mp1-rubikcube512.cnf,20,1301.04,41980904,9212286879,0,2.3
syrup_ecm3,mp1-rubikcube601.cnf,20,90.37,5897048,1167965499,0.1,2.3
syrup_ecm3,mp1-rubikcube612.cnf,10,733.66,29532795,6244000542,0,1.6
syrup_ecm3,mp1-rubikcube701.cnf,20,150.85,8887210,1905471579,0,2.2
syrup_ecm3,mp1-rubikcube812.cnf,20,1170.79,39685704,8983205066,0,2.3
syrup_ecm3,mp1-rubikcube901.cnf,20,96.58,6295265,1286882019,0.1,2.1
syrup_ecm3,mp1-rubikcube912.cnf,20,1125.82,38531822,8847496528,0,2.1
syrup_ecm3,mp1-squ_ali_s10x10_c39_abio_SAT.cnf,10,26.15,1992532,208780216,0.3,2.8
syrup_ecm3,mp1-squ_ali_s10x10_c39_abix_SAT.cnf,10,69.51,5355402,546941993,0.1,3.5
syrup_ecm3,mp1-squ_ali_s10x10_c39_bail_SAT.cnf,10,5.85,376533,21229137,0.3,2.2
syrup_ecm3,mp1-squ_ali_s10x10_c39_sinx_SAT.cnf,10,7.91,530993,52214196,0.4,3.7
syrup_ecm3,mp1-squ_ali_s10x10_c39_sinz_SAT.cnf,10,70.49,6019691,521723148,0,4.7
syrup_ecm3,mp1-squ_any_s09x07_c27_abio_UNS.cnf,20,219.99,12778765,859996848,0,6.5
syrup_ecm3,mp1-squ_any_s09x07_c27_abix_UNS.cnf,20,192.72,11325118,788347574,0,6.5
syrup_ecm3,mp1-squ_any_s09x07_c27_bail_UNS.cnf,20,231.28,17138054,647456064,0,2.8
syrup_ecm3,mp1-squ_any_s09x07_c27_sinx_UNS.cnf,20,151.18,9586574,643037165,0,7.3
syrup_ecm3,mp1-squ_any_s09x07_c27_sinz_UNS.cnf,20,116.59,8776489,473136024,0,6.7
syrup_ecm3,mp1-tri_ali_s11_c35_abio_UNS.cnf,20,31.87,2471005,181806833,0.3,5.7
syrup_ecm3,mp1-tri_ali_s11_c35_abix_UNS.cnf,20,30.21,2400893,177550394,0.2,4.8
syrup_ecm3,mp1-tri_ali_s11_c35_bail_UNS.cnf,20,34.01,3272230,139171314,0.1,2.5
syrup_ecm3,mp1-tri_ali_s11_c35_sinx_UNS.cnf,20,24.39,1676866,132925987,1.2,3.5
syrup_ecm3,mp1-tri_ali_s11_c35_sinz_UNS.cnf,20,23.69,1823345,119988626,0.3,2.5
syrup_ecm3,Nb14T194.cnf,10,270.87,8276,142854900,0,0
syrup_ecm3,Nb27T6.cnf,20,315.8,3265542,8530582534,0,1
syrup_ecm3,Nb29T6.cnf,20,438.85,3598081,11904301301,0,0.6
syrup_ecm3,Nb37T6.cnf,20,1039.74,4689799,27604828421,0,0.7
syrup_ecm3,Nb39T6.cnf,20,995.82,3792293,24328966420,0,0.6
syrup_ecm3,Nb42T6.cnf,20,2247.52,5293035,75419095162,0,0
syrup_ecm3,Nb44T6.cnf,20,2193.75,4738460,73923712950,0,0.1
syrup_ecm3,Nb45T6.cnf,20,2277.09,4508352,75065880507,0,0.1
syrup_ecm3,Nb49T6.cnf,20,3163.39,4638264,104274207737,0,0
syrup_ecm3,Nb51T6.cnf,20,3383.77,5143260,112981174457,0,0.1
syrup_ecm3,Nb52T6.cnf,20,3682,4883017,120650405453,0,0
syrup_ecm3,Nb54T6.cnf,20,3357.89,3859563,107765011691,0,0.1
syrup_ecm3,Nb8T62.cnf,10,12.7,5136,5656756,0,0
syrup_ecm3,Nb8T63.cnf,10,12.97,2084,3784191,0,0
syrup_ecm3,ndhf_xits_09_UNSAT.cnf,20,4727,165644723,18987078022,0,1.7
syrup_ecm3,newton_3_4_true-unreach-call.i.cnf,20,100.96,1759903,2775944772,2.1,10.3
syrup_ecm3,newton_3_6_false-unreach-call.i.cnf,10,117.03,2162052,3395240370,1.7,8.6
syrup_ecm3,newton.2.2.i.smt2-cvc4.cnf,20,101.5,1400355,2595583220,1.7,4.5
syrup_ecm3,newton.2.3.i.smt2-cvc4.cnf,20,199.02,2373170,5332652719,1.8,4.7
syrup_ecm3,newton.2.3.i.smt2-stp212.cnf,20,139.22,2874461,3634215961,1.8,5.2
syrup_ecm3,newton.3.3.i.smt2-stp212.cnf,20,127.3,2597852,3265725179,1.7,5.5
syrup_ecm3,newton.4.3.i.smt2-stp212.cnf,20,149.19,2890157,3886492172,1.6,5.1
syrup_ecm3,newton.5.1.i.smt2-cvc4.cnf,10,15.41,56038,68467589,0,0
syrup_ecm3,ortholatin-7.cnf,10,9.24,555929,127462576,0.6,4
syrup_ecm3,pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,591.12,16345314,6409439239,0.1,0.7
syrup_ecm3,pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,67.97,1655238,1744337583,0.5,4.1
syrup_ecm3,pals_lcr-var-start-time.6_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,121.82,3710926,2676263968,0.3,3.5
syrup_ecm3,pals_lcr.8_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c.cnf,20,102.94,2219958,1871889332,0.3,1.8
syrup_ecm3,partial-10-15-s.cnf,10,103.45,531174,1819724313,2.5,20.9
syrup_ecm3,partial-10-19-s.cnf,10,2865.38,12268157,43311032094,1.7,27
syrup_ecm3,patat-08-comp-3.cnf,10,58.83,2116390,572330305,0,0
